audio_id,text,label,split,is_ambiguous
03-01-04-01-02-01-12,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-12,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-12,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-12,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-12,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-12,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-12,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-12,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-12,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-12,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-12,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-12,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-12,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-12,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-13,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-13,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-13,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-13,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-13,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-13,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-13,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-13,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-13,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-13,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-13,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-13,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-13,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-13,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-13,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-13,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-13,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-13,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-13,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-13,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-13,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-13,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-13,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-13,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-13,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-13,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-13,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-13,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-13,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-13,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-13,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-13,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-13,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-13,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-13,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-13,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-14,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-14,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-14,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-14,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-14,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-14,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-14,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-14,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-14,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-14,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-14,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-14,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-14,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-14,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-14,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-14,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-14,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-14,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-14,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-14,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-14,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-14,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-14,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-14,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-14,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-14,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-14,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-14,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-14,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-14,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-14,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-14,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-14,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-14,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-14,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-14,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-15,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-15,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-15,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-15,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-15,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-15,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-15,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-15,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-15,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-15,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-15,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-15,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-15,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-15,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-15,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-15,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-15,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-15,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-15,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-15,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-15,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-15,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-15,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-15,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-15,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-15,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-15,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-15,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-15,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-15,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-15,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-15,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-15,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-15,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-15,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-15,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-16,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-16,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-16,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-16,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-16,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-16,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-16,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-16,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-16,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-16,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-16,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-16,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-16,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-16,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-16,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-16,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-16,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-16,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-16,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-16,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-16,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-16,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-16,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-16,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-16,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-16,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-16,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-16,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-16,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-16,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-16,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-16,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-16,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-16,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-16,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-16,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-17,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-17,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-17,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-17,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-17,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-17,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-17,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-17,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-17,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-17,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-17,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-17,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-17,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-17,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-17,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-17,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-17,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-17,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-17,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-17,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-17,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-17,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-17,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-17,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-17,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-17,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-17,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-17,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-17,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-17,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-17,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-17,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-17,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-17,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-17,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-17,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-18,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-18,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-18,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-18,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-18,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-18,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-18,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-18,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-18,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-18,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-18,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-18,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-18,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-18,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-18,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-18,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-18,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-18,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-18,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-18,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-18,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-18,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-18,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-18,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-18,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-18,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-18,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-18,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-18,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-18,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-18,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-18,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-18,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-18,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-18,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-18,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-19,Kids are talking by the door.,neutral,train,1
03-01-01-01-01-02-19,Kids are talking by the door.,neutral,train,1
03-01-01-01-02-01-19,Dogs are sitting by the door.,neutral,train,1
03-01-01-01-02-02-19,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-01-01-19,Kids are talking by the door.,neutral,train,1
03-01-02-01-01-02-19,Kids are talking by the door.,neutral,train,1
03-01-02-01-02-01-19,Dogs are sitting by the door.,neutral,train,1
03-01-02-01-02-02-19,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-01-01-19,Kids are talking by the door.,neutral,train,1
03-01-02-02-01-02-19,Kids are talking by the door.,neutral,train,1
03-01-02-02-02-01-19,Dogs are sitting by the door.,neutral,train,1
03-01-02-02-02-02-19,Dogs are sitting by the door.,neutral,train,1
03-01-03-01-01-01-19,Kids are talking by the door.,happy,train,1
03-01-03-01-01-02-19,Kids are talking by the door.,happy,train,1
03-01-03-01-02-01-19,Dogs are sitting by the door.,happy,train,1
03-01-03-01-02-02-19,Dogs are sitting by the door.,happy,train,1
03-01-03-02-01-01-19,Kids are talking by the door.,happy,train,1
03-01-03-02-01-02-19,Kids are talking by the door.,happy,train,1
03-01-03-02-02-01-19,Dogs are sitting by the door.,happy,train,1
03-01-03-02-02-02-19,Dogs are sitting by the door.,happy,train,1
03-01-04-01-01-01-19,Kids are talking by the door.,sad,train,1
03-01-04-01-01-02-19,Kids are talking by the door.,sad,train,1
03-01-04-01-02-01-19,Dogs are sitting by the door.,sad,train,1
03-01-04-01-02-02-19,Dogs are sitting by the door.,sad,train,1
03-01-04-02-01-01-19,Kids are talking by the door.,sad,train,1
03-01-04-02-01-02-19,Kids are talking by the door.,sad,train,1
03-01-04-02-02-01-19,Dogs are sitting by the door.,sad,train,1
03-01-04-02-02-02-19,Dogs are sitting by the door.,sad,train,1
03-01-05-01-01-01-19,Kids are talking by the door.,angry,train,1
03-01-05-01-01-02-19,Kids are talking by the door.,angry,train,1
03-01-05-01-02-01-19,Dogs are sitting by the door.,angry,train,1
03-01-05-01-02-02-19,Dogs are sitting by the door.,angry,train,1
03-01-05-02-01-01-19,Kids are talking by the door.,angry,train,1
03-01-05-02-01-02-19,Kids are talking by the door.,angry,train,1
03-01-05-02-02-01-19,Dogs are sitting by the door.,angry,train,1
03-01-05-02-02-02-19,Dogs are sitting by the door.,angry,train,1
03-01-01-01-01-01-20,Kids are talking by the door.,neutral,valid,1
03-01-01-01-01-02-20,Kids are talking by the door.,neutral,valid,1
03-01-01-01-02-01-20,Dogs are sitting by the door.,neutral,valid,1
03-01-01-01-02-02-20,Dogs are sitting by the door.,neutral,valid,1
03-01-02-01-01-01-20,Kids are talking by the door.,neutral,valid,1
03-01-02-01-01-02-20,Kids are talking by the door.,neutral,valid,1
03-01-02-01-02-01-20,Dogs are sitting by the door.,neutral,valid,1
03-01-02-01-02-02-20,Dogs are sitting by the door.,neutral,valid,1
03-01-02-02-01-01-20,Kids are talking by the door.,neutral,valid,1
03-01-02-02-01-02-20,Kids are talking by the door.,neutral,valid,1
03-01-02-02-02-01-20,Dogs are sitting by the door.,neutral,valid,1
03-01-02-02-02-02-20,Dogs are sitting by the door.,neutral,valid,1
03-01-03-01-01-01-20,Kids are talking by the door.,happy,valid,1
03-01-03-01-01-02-20,Kids are talking by the door.,happy,valid,1
03-01-03-01-02-01-20,Dogs are sitting by the door.,happy,valid,1
03-01-03-01-02-02-20,Dogs are sitting by the door.,happy,valid,1
03-01-03-02-01-01-20,Kids are talking by the door.,happy,valid,1
03-01-03-02-01-02-20,Kids are talking by the door.,happy,valid,1
03-01-03-02-02-01-20,Dogs are sitting by the door.,happy,valid,1
03-01-03-02-02-02-20,Dogs are sitting by the door.,happy,valid,1
03-01-04-01-01-01-20,Kids are talking by the door.,sad,valid,1
03-01-04-01-01-02-20,Kids are talking by the door.,sad,valid,1
03-01-04-01-02-01-20,Dogs are sitting by the door.,sad,valid,1
03-01-04-01-02-02-20,Dogs are sitting by the door.,sad,valid,1
03-01-04-02-01-01-20,Kids are talking by the door.,sad,valid,1
03-01-04-02-01-02-20,Kids are talking by the door.,sad,valid,1
03-01-04-02-02-01-20,Dogs are sitting by the door.,sad,valid,1
03-01-04-02-02-02-20,Dogs are sitting by the door.,sad,valid,1
03-01-05-01-01-01-20,Kids are talking by the door.,angry,valid,1
03-01-05-01-01-02-20,Kids are talking by the door.,angry,valid,1
03-01-05-01-02-01-20,Dogs are sitting by the door.,angry,valid,1
03-01-05-01-02-02-20,Dogs are sitting by the door.,angry,valid,1
03-01-05-02-01-01-20,Kids are talking by the door.,angry,valid,1
03-01-05-02-01-02-20,Kids are talking by the door.,angry,valid,1
03-01-05-02-02-01-20,Dogs are sitting by the door.,angry,valid,1
03-01-05-02-02-02-20,Dogs are sitting by the door.,angry,valid,1
03-01-01-01-01-01-21,Kids are talking by the door.,neutral,valid,1
03-01-01-01-01-02-21,Kids are talking by the door.,neutral,valid,1
03-01-01-01-02-01-21,Dogs are sitting by the door.,neutral,valid,1
03-01-01-01-02-02-21,Dogs are sitting by the door.,neutral,valid,1
03-01-02-01-01-01-21,Kids are talking by the door.,neutral,valid,1
03-01-02-01-01-02-21,Kids are talking by the door.,neutral,valid,1
03-01-02-01-02-01-21,Dogs are sitting by the door.,neutral,valid,1
03-01-02-01-02-02-21,Dogs are sitting by the door.,neutral,valid,1
03-01-02-02-01-01-21,Kids are talking by the door.,neutral,valid,1
03-01-02-02-01-02-21,Kids are talking by the door.,neutral,valid,1
03-01-02-02-02-01-21,Dogs are sitting by the door.,neutral,valid,1
03-01-02-02-02-02-21,Dogs are sitting by the door.,neutral,valid,1
03-01-03-01-01-01-21,Kids are talking by the door.,happy,valid,1
03-01-03-01-01-02-21,Kids are talking by the door.,happy,valid,1
03-01-03-01-02-01-21,Dogs are sitting by the door.,happy,valid,1
03-01-03-01-02-02-21,Dogs are sitting by the door.,happy,valid,1
03-01-03-02-01-01-21,Kids are talking by the door.,happy,valid,1
03-01-03-02-01-02-21,Kids are talking by the door.,happy,valid,1
03-01-03-02-02-01-21,Dogs are sitting by the door.,happy,valid,1
03-01-03-02-02-02-21,Dogs are sitting by the door.,happy,valid,1
03-01-04-01-01-01-21,Kids are talking by the door.,sad,valid,1
03-01-04-01-01-02-21,Kids are talking by the door.,sad,valid,1
03-01-04-01-02-01-21,Dogs are sitting by the door.,sad,valid,1
03-01-04-01-02-02-21,Dogs are sitting by the door.,sad,valid,1
03-01-04-02-01-01-21,Kids are talking by the door.,sad,valid,1
03-01-04-02-01-02-21,Kids are talking by the door.,sad,valid,1
03-01-04-02-02-01-21,Dogs are sitting by the door.,sad,valid,1
03-01-04-02-02-02-21,Dogs are sitting by the door.,sad,valid,1
03-01-05-01-01-01-21,Kids are talking by the door.,angry,valid,1
03-01-05-01-01-02-21,Kids are talking by the door.,angry,valid,1
03-01-05-01-02-01-21,Dogs are sitting by the door.,angry,valid,1
03-01-05-01-02-02-21,Dogs are sitting by the door.,angry,valid,1
03-01-05-02-01-01-21,Kids are talking by the door.,angry,valid,1
03-01-05-02-01-02-21,Kids are talking by the door.,angry,valid,1
03-01-05-02-02-01-21,Dogs are sitting by the door.,angry,valid,1
03-01-05-02-02-02-21,Dogs are sitting by the door.,angry,valid,1
03-01-01-01-01-01-22,Kids are talking by the door.,neutral,test,1
03-01-01-01-01-02-22,Kids are talking by the door.,neutral,test,1
03-01-01-01-02-01-22,Dogs are sitting by the door.,neutral,test,1
03-01-01-01-02-02-22,Dogs are sitting by the door.,neutral,test,1
03-01-02-01-01-01-22,Kids are talking by the door.,neutral,test,1
03-01-02-01-01-02-22,Kids are talking by the door.,neutral,test,1
03-01-02-01-02-01-22,Dogs are sitting by the door.,neutral,test,1
03-01-02-01-02-02-22,Dogs are sitting by the door.,neutral,test,1
03-01-02-02-01-01-22,Kids are talking by the door.,neutral,test,1
03-01-02-02-01-02-22,Kids are talking by the door.,neutral,test,1
03-01-02-02-02-01-22,Dogs are sitting by the door.,neutral,test,1
03-01-02-02-02-02-22,Dogs are sitting by the door.,neutral,test,1
03-01-03-01-01-01-22,Kids are talking by the door.,happy,test,1
03-01-03-01-01-02-22,Kids are talking by the door.,happy,test,1
03-01-03-01-02-01-22,Dogs are sitting by the door.,happy,test,1
03-01-03-01-02-02-22,Dogs are sitting by the door.,happy,test,1
03-01-03-02-01-01-22,Kids are talking by the door.,happy,test,1
03-01-03-02-01-02-22,Kids are talking by the door.,happy,test,1
03-01-03-02-02-01-22,Dogs are sitting by the door.,happy,test,1
03-01-03-02-02-02-22,Dogs are sitting by the door.,happy,test,1
03-01-04-01-01-01-22,Kids are talking by the door.,sad,test,1
03-01-04-01-01-02-22,Kids are talking by the door.,sad,test,1
03-01-04-01-02-01-22,Dogs are sitting by the door.,sad,test,1
03-01-04-01-02-02-22,Dogs are sitting by the door.,sad,test,1
03-01-04-02-01-01-22,Kids are talking by the door.,sad,test,1
03-01-04-02-01-02-22,Kids are talking by the door.,sad,test,1
03-01-04-02-02-01-22,Dogs are sitting by the door.,sad,test,1
03-01-04-02-02-02-22,Dogs are sitting by the door.,sad,test,1
03-01-05-01-01-01-22,Kids are talking by the door.,angry,test,1
03-01-05-01-01-02-22,Kids are talking by the door.,angry,test,1
03-01-05-01-02-01-22,Dogs are sitting by the door.,angry,test,1
03-01-05-01-02-02-22,Dogs are sitting by the door.,angry,test,1
03-01-05-02-01-01-22,Kids are talking by the door.,angry,test,1
03-01-05-02-01-02-22,Kids are talking by the door.,angry,test,1
03-01-05-02-02-01-22,Dogs are sitting by the door.,angry,test,1
03-01-05-02-02-02-22,Dogs are sitting by the door.,angry,test,1
03-01-01-01-01-01-23,Kids are talking by the door.,neutral,test,1
03-01-01-01-01-02-23,Kids are talking by the door.,neutral,test,1
03-01-01-01-02-01-23,Dogs are sitting by the door.,neutral,test,1
03-01-01-01-02-02-23,Dogs are sitting by the door.,neutral,test,1
03-01-02-01-01-01-23,Kids are talking by the door.,neutral,test,1
03-01-02-01-01-02-23,Kids are talking by the door.,neutral,test,1
03-01-02-01-02-01-23,Dogs are sitting by the door.,neutral,test,1
03-01-02-01-02-02-23,Dogs are sitting by the door.,neutral,test,1
03-01-02-02-01-01-23,Kids are talking by the door.,neutral,test,1
03-01-02-02-01-02-23,Kids are talking by the door.,neutral,test,1
03-01-02-02-02-01-23,Dogs are sitting by the door.,neutral,test,1
03-01-02-02-02-02-23,Dogs are sitting by the door.,neutral,test,1
03-01-03-01-01-01-23,Kids are talking by the door.,happy,test,1
03-01-03-01-01-02-23,Kids are talking by the door.,happy,test,1
03-01-03-01-02-01-23,Dogs are sitting by the door.,happy,test,1
03-01-03-01-02-02-23,Dogs are sitting by the door.,happy,test,1
03-01-03-02-01-01-23,Kids are talking by the door.,happy,test,1
03-01-03-02-01-02-23,Kids are talking by the door.,happy,test,1
03-01-03-02-02-01-23,Dogs are sitting by the door.,happy,test,1
03-01-03-02-02-02-23,Dogs are sitting by the door.,happy,test,1
03-01-04-01-01-01-23,Kids are talking by the door.,sad,test,1
03-01-04-01-01-02-23,Kids are talking by the door.,sad,test,1
03-01-04-01-02-01-23,Dogs are sitting by the door.,sad,test,1
03-01-04-01-02-02-23,Dogs are sitting by the door.,sad,test,1
03-01-04-02-01-01-23,Kids are talking by the door.,sad,test,1
03-01-04-02-01-02-23,Kids are talking by the door.,sad,test,1
03-01-04-02-02-01-23,Dogs are sitting by the door.,sad,test,1
03-01-04-02-02-02-23,Dogs are sitting by the door.,sad,test,1
03-01-05-01-01-01-23,Kids are talking by the door.,angry,test,1
03-01-05-01-01-02-23,Kids are talking by the door.,angry,test,1
03-01-05-01-02-01-23,Dogs are sitting by the door.,angry,test,1
03-01-05-01-02-02-23,Dogs are sitting by the door.,angry,test,1
03-01-05-02-01-01-23,Kids are talking by the door.,angry,test,1
03-01-05-02-01-02-23,Kids are talking by the door.,angry,test,1
03-01-05-02-02-01-23,Dogs are sitting by the door.,angry,test,1
03-01-05-02-02-02-23,Dogs are sitting by the door.,angry,test,1
03-01-01-01-01-01-24,Kids are talking by the door.,neutral,test,1
03-01-01-01-01-02-24,Kids are talking by the door.,neutral,test,1
03-01-01-01-02-01-24,Dogs are sitting by the door.,neutral,test,1
03-01-01-01-02-02-24,Dogs are sitting by the door.,neutral,test,1
03-01-02-01-01-01-24,Kids are talking by the door.,neutral,test,1
03-01-02-01-01-02-24,Kids are talking by the door.,neutral,test,1
03-01-02-01-02-01-24,Dogs are sitting by the door.,neutral,test,1
